alocacao_id,auditor_id,projeto_id,nivel_num,anos_experiencia,n_skills_auditor,n_setores_exp,n_certificacoes,disponibilidade_pct,ingles,espanhol,performance_media,complexidade_num,nivel_min_num,n_skills_requeridas,n_certs_requeridas,duracao_dias,ingles_requerido,nivel_gap,skills_overlap,skills_match_pct,nivel_match,setor_match,cert_match,fit_score,aud_skill_IFRS,req_skill_IFRS,match_skill_IFRS,aud_skill_USGAAP,req_skill_USGAAP,match_skill_USGAAP,aud_skill_BRGAAP,req_skill_BRGAAP,match_skill_BRGAAP,aud_skill_SOX,req_skill_SOX,match_skill_SOX,aud_skill_COSO,req_skill_COSO,match_skill_COSO,aud_skill_CISA,req_skill_CISA,match_skill_CISA,aud_skill_ISO27001,req_skill_ISO27001,match_skill_ISO27001,aud_skill_Auditoria_Financeira,req_skill_Auditoria_Financeira,match_skill_Auditoria_Financeira,aud_skill_Auditoria_Operacional,req_skill_Auditoria_Operacional,match_skill_Auditoria_Operacional,aud_skill_Auditoria_TI,req_skill_Auditoria_TI,match_skill_Auditoria_TI,aud_skill_Auditoria_Fiscal,req_skill_Auditoria_Fiscal,match_skill_Auditoria_Fiscal,aud_skill_Auditoria_Compliance,req_skill_Auditoria_Compliance,match_skill_Auditoria_Compliance,aud_skill_Forensics_Antilavagem,req_skill_Forensics_Antilavagem,match_skill_Forensics_Antilavagem,aud_skill_ESG_Sustentabilidade,req_skill_ESG_Sustentabilidade,match_skill_ESG_Sustentabilidade,aud_skill_Gestao_Riscos,req_skill_Gestao_Riscos,match_skill_Gestao_Riscos,aud_cert_CPA,req_cert_CPA,aud_cert_CIA,req_cert_CIA,aud_cert_CISA,req_cert_CISA,aud_cert_CFE,req_cert_CFE,aud_cert_CRC,req_cert_CRC,aud_cert_ACCA,req_cert_ACCA,aud_cert_CFA,req_cert_CFA
ALOC-00833,AUD-0150,PRJ-0058,1,6,6,3,0,10.8,0,0,3.79,0,0,2,0,10,0,1,1,0.5,0.95,0.0,1.0,0.6,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00834,AUD-0196,PRJ-0059,1,3,6,3,0,25.9,0,0,3.92,2,2,6,2,18,1,-1,2,0.3333,0.6,0.0,0.0,0.2503,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ALOC-00835,AUD-0124,PRJ-0254,0,0,5,1,1,57.3,0,1,2.68,1,2,5,1,20,0,-2,1,0.2,0.2,0.0,0.0,0.1377,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ALOC-00836,AUD-0081,PRJ-0105,1,6,6,2,1,36.3,1,0,3.22,3,4,5,3,32,1,-3,2,0.4,0.0,0.0,0.0,0.2349,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
ALOC-00837,AUD-0159,PRJ-0196,2,6,6,4,1,67.1,1,0,4.36,0,0,3,0,4,0,2,1,0.3333,0.9,1.0,1.0,0.699,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALOC-00838,AUD-0079,PRJ-0163,4,23,10,1,5,30.9,1,0,4.19,1,2,4,1,21,0,2,2,0.5,0.9,0.0,0.0,0.4426,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
ALOC-00839,AUD-0042,PRJ-0050,0,0,2,2,1,32.7,1,0,3.62,1,2,5,1,20,1,-2,0,0.0,0.2,0.0,0.0,0.0968,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ALOC-00840,AUD-0100,PRJ-0215,2,6,6,3,1,61.5,1,0,3.83,1,2,4,1,21,0,0,2,0.5,1.0,0.0,0.0,0.4922,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ALOC-00841,AUD-0122,PRJ-0092,0,3,3,1,1,33.1,1,1,2.53,0,1,4,0,13,0,-1,1,0.25,0.6,0.0,1.0,0.4538,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALOC-00842,AUD-0162,PRJ-0107,1,4,7,2,2,10.9,0,0,3.21,1,1,5,1,23,0,0,3,0.6,1.0,0.0,1.0,0.6613,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ALOC-00843,AUD-0110,PRJ-0116,2,12,8,1,2,42.3,0,0,3.44,1,1,4,1,17,1,1,3,0.75,0.95,1.0,0.0,0.6492,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ALOC-00844,AUD-0150,PRJ-0200,1,6,6,3,0,10.8,0,0,3.79,1,1,4,1,22,0,0,1,0.25,1.0,1.0,0.0,0.4807,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00845,AUD-0059,PRJ-0239,2,10,8,3,2,23.3,0,0,4.4,1,1,4,1,60,0,1,2,0.5,0.95,0.0,0.0,0.472,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
ALOC-00846,AUD-0035,PRJ-0018,1,5,5,1,1,54.0,1,1,2.9,2,2,5,2,64,1,-1,2,0.4,0.6,0.0,0.0,0.3574,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ALOC-00847,AUD-0013,PRJ-0155,2,9,9,1,2,71.4,0,1,3.56,2,3,4,2,47,1,-1,3,0.75,0.6,1.0,0.5,0.7273,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
ALOC-00848,AUD-0113,PRJ-0063,0,1,3,1,0,52.7,1,0,2.88,3,4,7,3,70,1,-4,2,0.2857,0.0,0.0,0.0,0.194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
ALOC-00849,AUD-0025,PRJ-0187,1,5,6,2,2,14.3,0,0,3.44,2,3,5,2,36,1,-2,2,0.4,0.2,0.0,1.0,0.3491,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALOC-00850,AUD-0166,PRJ-0006,2,8,7,4,1,37.2,1,0,4.16,1,2,5,1,25,0,0,2,0.4,1.0,0.0,0.0,0.3825,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ALOC-00851,AUD-0053,PRJ-0088,3,12,9,4,3,88.6,1,0,3.25,1,2,4,1,23,0,1,2,0.5,0.95,0.0,0.0,0.5252,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
ALOC-00852,AUD-0110,PRJ-0236,2,12,8,1,2,42.3,0,0,3.44,1,2,4,1,21,0,0,2,0.5,1.0,0.0,1.0,0.5955,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ALOC-00853,AUD-0136,PRJ-0004,1,2,5,2,1,63.2,1,0,3.43,3,3,7,3,46,1,-2,3,0.4286,0.2,0.0,0.0,0.3259,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
ALOC-00854,AUD-0114,PRJ-0185,2,6,9,1,2,27.8,1,0,3.63,2,3,4,2,62,1,-1,2,0.5,0.6,0.0,0.5,0.4779,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
ALOC-00855,AUD-0020,PRJ-0121,3,14,8,2,4,54.1,0,1,4.32,2,3,4,2,47,1,0,2,0.5,1.0,0.0,0.5,0.4964,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
ALOC-00856,AUD-0057,PRJ-0098,2,8,6,3,1,60.0,0,0,3.95,1,1,5,1,16,0,1,1,0.2,0.95,0.0,1.0,0.5201,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ALOC-00857,AUD-0087,PRJ-0252,2,9,6,4,3,36.3,1,0,3.83,1,1,4,1,17,0,1,1,0.25,0.95,0.0,1.0,0.5504,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
ALOC-00858,AUD-0091,PRJ-0103,0,2,4,1,0,8.4,1,0,2.93,1,2,5,1,17,1,-2,2,0.4,0.2,0.0,0.0,0.1947,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALOC-00859,AUD-0177,PRJ-0117,1,4,4,3,0,32.0,1,0,3.78,2,3,4,2,29,1,-2,0,0.0,0.2,1.0,0.0,0.2567,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ALOC-00860,AUD-0015,PRJ-0110,1,3,6,2,2,13.2,0,0,3.47,3,4,7,3,50,1,-3,1,0.1429,0.0,0.0,0.3333,0.1179,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
ALOC-00861,AUD-0176,PRJ-0116,0,1,2,1,1,25.5,0,0,3.06,1,1,4,1,17,1,-1,1,0.25,0.6,0.0,0.0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ALOC-00862,AUD-0062,PRJ-0074,0,0,5,1,0,90.4,1,1,2.96,0,0,4,0,10,1,0,1,0.25,1.0,0.0,1.0,0.5688,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00863,AUD-0180,PRJ-0098,3,14,11,2,4,59.3,1,0,3.8,1,1,5,1,16,0,2,4,0.8,0.9,0.0,1.0,0.6648,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
ALOC-00864,AUD-0102,PRJ-0081,0,1,4,1,0,47.3,1,1,2.44,2,2,6,2,49,1,-2,1,0.1667,0.2,0.0,0.0,0.1815,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ALOC-00865,AUD-0117,PRJ-0040,0,2,2,2,1,26.5,0,0,3.07,2,2,5,2,35,1,-2,1,0.2,0.2,0.0,0.5,0.2412,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
ALOC-00866,AUD-0064,PRJ-0126,0,0,2,1,0,71.5,0,0,2.92,1,1,3,1,29,1,-1,0,0.0,0.6,0.0,0.0,0.142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ALOC-00867,AUD-0018,PRJ-0114,0,0,5,1,0,84.4,1,0,3.03,1,1,3,1,30,0,-1,2,0.6667,0.6,0.0,0.0,0.5114,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ALOC-00868,AUD-0091,PRJ-0158,0,2,4,1,0,8.4,1,0,2.93,1,2,5,1,24,0,-2,2,0.4,0.2,0.0,0.0,0.2748,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ALOC-00869,AUD-0114,PRJ-0161,2,6,9,1,2,27.8,1,0,3.63,3,3,6,3,73,1,-1,4,0.6667,0.6,0.0,0.6667,0.5701,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
ALOC-00870,AUD-0197,PRJ-0170,2,8,7,1,1,41.8,1,0,3.72,2,2,5,2,29,1,0,3,0.6,1.0,0.0,0.0,0.5058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
ALOC-00871,AUD-0041,PRJ-0142,2,7,6,2,3,46.2,1,0,3.92,0,0,2,0,18,0,2,0,0.0,0.9,0.0,1.0,0.3672,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
ALOC-00872,AUD-0181,PRJ-0188,1,4,7,2,1,50.3,0,0,3.73,3,3,5,3,35,1,-2,3,0.6,0.2,0.0,0.0,0.2866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
ALOC-00873,AUD-0028,PRJ-0005,2,7,7,4,2,80.8,0,0,3.29,0,0,2,0,8,0,2,1,0.5,0.9,1.0,1.0,0.7985,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ALOC-00874,AUD-0106,PRJ-0285,0,1,5,2,0,40.9,1,0,3.02,2,2,5,2,33,1,-2,1,0.2,0.2,1.0,0.0,0.3519,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ALOC-00875,AUD-0158,PRJ-0255,3,16,11,3,3,46.3,1,0,4.74,0,0,2,0,13,0,3,1,0.5,0.85,0.0,1.0,0.6035,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
ALOC-00876,AUD-0077,PRJ-0098,4,21,12,4,5,63.6,1,1,4.74,1,1,5,1,16,0,3,4,0.8,0.85,1.0,0.0,0.6945,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
ALOC-00877,AUD-0086,PRJ-0251,1,5,4,3,1,25.2,1,0,2.47,2,2,4,2,26,1,-1,1,0.25,0.6,0.0,0.0,0.2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
ALOC-00878,AUD-0062,PRJ-0121,0,0,5,1,0,90.4,1,1,2.96,2,3,4,2,47,1,-3,0,0.0,0.0,0.0,0.0,0.0922,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ALOC-00879,AUD-0105,PRJ-0225,0,0,4,1,0,61.0,0,1,2.76,1,1,5,1,10,0,-1,1,0.2,0.6,0.0,0.0,0.2892,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALOC-00880,AUD-0019,PRJ-0037,0,3,4,2,0,53.6,0,1,2.51,1,1,3,1,27,1,-1,2,0.6667,0.6,1.0,0.0,0.5165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ALOC-00881,AUD-0021,PRJ-0114,3,16,9,4,2,94.8,1,1,4.58,1,1,3,1,30,0,2,3,1.0,0.9,0.0,0.0,0.6977,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
ALOC-00882,AUD-0182,PRJ-0091,0,1,2,1,0,32.6,1,0,2.93,2,3,5,2,28,1,-3,0,0.0,0.0,0.0,0.0,0.0769,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ALOC-00883,AUD-0029,PRJ-0192,0,0,2,2,1,30.9,0,0,3.26,2,2,6,2,50,1,-2,0,0.0,0.2,0.0,0.0,0.0522,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
ALOC-00884,AUD-0189,PRJ-0188,1,4,4,1,0,50.0,1,1,3.61,3,3,5,3,35,1,-2,1,0.2,0.2,0.0,0.0,0.1806,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ALOC-00885,AUD-0021,PRJ-0263,3,16,9,4,2,94.8,1,1,4.58,1,1,3,1,23,0,2,2,0.6667,0.9,1.0,0.0,0.6823,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
ALOC-00886,AUD-0073,PRJ-0067,0,1,5,2,1,36.9,1,0,3.06,2,2,5,2,42,1,-2,2,0.4,0.2,0.0,0.0,0.2598,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
ALOC-00887,AUD-0156,PRJ-0247,1,2,7,3,1,42.7,1,1,4.05,0,1,3,0,8,0,0,2,0.6667,1.0,0.0,1.0,0.6584,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ALOC-00888,AUD-0127,PRJ-0007,0,1,4,1,0,46.4,1,0,3.81,0,1,4,0,6,1,-1,2,0.5,0.6,0.0,1.0,0.5461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00889,AUD-0134,PRJ-0261,1,2,7,3,2,82.4,1,1,3.76,1,1,3,1,22,0,0,1,0.3333,1.0,1.0,0.0,0.5373,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
ALOC-00890,AUD-0166,PRJ-0166,2,8,7,4,1,37.2,1,0,4.16,0,0,3,0,5,0,2,2,0.6667,0.9,0.0,1.0,0.728,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ALOC-00891,AUD-0090,PRJ-0084,1,3,7,1,2,43.8,1,0,4.0,3,4,6,3,40,1,-3,1,0.1667,0.0,0.0,0.3333,0.1951,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
ALOC-00892,AUD-0136,PRJ-0261,1,2,5,2,1,63.2,1,0,3.43,1,1,3,1,22,0,0,2,0.6667,1.0,1.0,0.0,0.6749,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ALOC-00893,AUD-0044,PRJ-0097,3,15,8,4,4,57.4,1,0,4.86,1,2,4,1,33,0,1,2,0.5,0.95,1.0,1.0,0.7514,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
ALOC-00894,AUD-0189,PRJ-0166,1,4,4,1,0,50.0,1,1,3.61,0,0,3,0,5,0,1,1,0.3333,0.95,0.0,1.0,0.526,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOC-00895,AUD-0015,PRJ-0281,1,3,6,2,2,13.2,0,0,3.47,2,3,6,2,43,1,-2,4,0.6667,0.2,0.0,0.0,0.3119,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
ALOC-00896,AUD-0051,PRJ-0263,4,21,10,1,3,46.7,1,1,4.84,1,1,3,1,23,0,3,1,0.3333,0.85,0.0,0.0,0.3441,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
ALOC-00897,AUD-0071,PRJ-0095,1,3,5,3,2,3.8,1,1,3.46,2,3,4,2,28,1,-2,1,0.25,0.2,0.0,0.5,0.3179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
